Population,Replicate,Treatment,Block,Generation,Female_offspring,Male_offspring,,
4,9,Female,1,16,0,0,,
16,1,Male,1,17,0,0,,
16,2,Male,1,17,0,0,,
16,3,Male,1,17,0,0,,
16,4,Male,1,17,0,0,,
16,5,Male,1,17,0,0,,
16,7,Male,1,17,0,0,,
28,1,Control,1,17,0,0,,
28,2,Control,1,17,5,4,,
28,4,Control,1,17,0,0,,
28,5,Control,1,17,0,0,,
28,6,Control,1,17,24,13,,
5,2,Female,1,17,0,0,,
5,3,Female,1,17,0,0,,
5,4,Female,1,17,0,0,,
5,5,Female,1,17,0,0,,
5,7,Female,1,17,0,0,,
17,1,Male,1,17,0,0,,
17,3,Male,1,17,0,0,,
17,4,Male,1,17,0,0,,
17,5,Male,1,17,0,0,,
17,6,Male,1,17,0,0,,
29,1,Control,1,17,0,0,,
29,3,Control,1,17,0,0,,
29,4,Control,1,17,0,0,,
29,5,Control,1,17,0,0,,
29,7,Control,1,17,0,0,,
6,1,Female,1,17,0,0,,
6,6,Female,1,17,0,0,,
6,7,Female,1,17,0,0,,
6,9,Female,1,17,21,30,,
6,10,Female,1,17,0,0,,
18,2,Male,1,17,0,0,,
18,3,Male,1,17,0,0,,
18,4,Male,1,17,0,0,,
18,6,Male,1,17,0,0,,
18,7,Male,1,17,0,0,,
30,1,Control,1,17,0,0,,
30,3,Control,1,17,0,0,,
30,4,Control,1,17,0,0,,
30,6,Control,1,17,0,0,,
30,7,Control,1,17,0,0,,
7,3,Female,1,17,0,0,,
7,4,Female,1,17,0,0,,
7,5,Female,1,17,0,0,,
7,6,Female,1,17,0,0,,
7,8,Female,1,17,0,0,,
19,1,Male,1,17,2,4,,
19,3,Male,1,17,0,0,,
19,5,Male,1,17,0,0,,
19,6,Male,1,17,0,0,,
19,8,Male,1,17,0,0,,
31,4,Control,1,17,0,0,,
31,5,Control,1,17,0,0,,
31,6,Control,1,17,0,0,,
31,7,Control,1,17,0,0,,
31,8,Control,1,17,0,0,,
8,3,Female,1,17,0,0,,
8,4,Female,1,17,0,0,,
8,7,Female,1,17,0,0,,
8,10,Female,1,17,0,0,,
20,2,Male,1,17,0,0,,
20,4,Male,1,17,0,0,,
20,5,Male,1,17,0,0,,
20,6,Male,1,17,0,0,,
20,7,Male,1,17,0,0,,
32,2,Control,1,17,0,0,,
32,3,Control,1,17,0,0,,
32,4,Control,1,17,0,0,,
32,5,Control,1,17,0,0,,
32,6,Control,1,17,0,0,,
9,1,Female,1,17,0,0,,
9,2,Female,1,17,0,0,,
9,4,Female,1,17,0,0,,
9,5,Female,1,17,0,0,,
9,6,Female,1,17,0,0,,
21,1,Male,1,17,0,0,,
21,2,Male,1,17,0,0,,
21,3,Male,1,17,0,0,,
21,5,Male,1,17,0,0,,
21,7,Male,1,17,0,0,,
33,4,Control,1,17,0,0,,
33,5,Control,1,17,0,0,,
33,7,Control,1,17,0,0,,
33,8,Control,1,17,0,0,,
10,2,Female,1,17,0,0,,
10,3,Female,1,17,0,0,,
10,4,Female,1,17,0,0,,
10,5,Female,1,17,0,0,,
10,6,Female,1,17,0,0,,
22,3,Male,1,17,0,0,,
22,6,Male,1,17,0,0,,
22,8,Male,1,17,0,0,,
22,9,Male,1,17,0,0,,
34,1,Control,1,17,0,0,,
34,2,Control,1,17,0,0,,
34,3,Control,1,17,0,0,,
34,5,Control,1,17,0,0,,
34,6,Control,1,17,0,0,,
1,1,Female,1,17,0,0,,
1,4,Female,1,17,0,0,,
1,5,Female,1,17,NA,NA,,
1,6,Female,1,17,0,0,,
1,8,Female,1,17,0,0,,
13,1,Male,1,17,18,26,,
13,2,Male,1,17,0,0,,
13,4,Male,1,17,0,0,,
13,5,Male,1,17,0,0,,
25,1,Control,1,17,0,0,,
25,3,Control,1,17,0,0,,
25,4,Control,1,17,0,0,,
25,5,Control,1,17,0,0,,
25,6,Control,1,17,0,0,,
2,1,Female,1,17,0,0,,
2,3,Female,1,17,0,0,,
2,5,Female,1,17,0,0,,
2,6,Female,1,17,NA,NA,,
2,7,Female,1,17,0,0,,
2,8,Female,1,17,0,0,,
2,10,Female,1,17,0,0,,
14,2,Male,1,17,0,0,,
14,3,Male,1,17,11,1,,
14,5,Male,1,17,0,0,,
14,6,Male,1,17,0,0,,
14,7,Male,1,17,0,0,,
26,2,Control,1,17,0,0,,
26,6,Control,1,17,0,0,,
26,8,Control,1,17,0,0,,
26,9,Control,1,17,0,0,,
26,10,Control,1,17,0,0,,
3,3,Female,1,17,0,0,,
3,5,Female,1,17,0,0,,
3,6,Female,1,17,0,0,,
3,7,Female,1,17,0,0,,
3,8,Female,1,17,0,0,,
3,10,Female,1,17,0,0,,
15,1,Male,1,17,0,0,,
15,2,Male,1,17,0,0,,
15,3,Male,1,17,0,0,,
15,4,Male,1,17,0,0,,
15,5,Male,1,17,0,0,,
27,2,Control,1,17,0,0,,
27,3,Control,1,17,0,0,,
27,4,Control,1,17,0,0,,
27,5,Control,1,17,0,0,,
27,6,Control,1,17,0,0,,
11,1,Female,1,17,0,0,,
11,3,Female,1,17,0,0,,
11,4,Female,1,17,0,0,,
11,5,Female,1,17,0,0,,
11,7,Female,1,17,0,0,,
23,1,Male,1,17,0,0,,
23,2,Male,1,17,0,0,,
23,3,Male,1,17,0,0,,
23,4,Male,1,17,0,0,,
23,5,Male,1,17,0,0,,
35,1,Control,1,17,0,0,,
35,2,Control,1,17,0,0,,
35,3,Control,1,17,0,0,,
35,4,Control,1,17,0,0,,
35,5,Control,1,17,0,0,,
12,6,Female,1,17,0,0,,
12,7,Female,1,17,0,0,,
12,8,Female,1,17,0,0,,
12,9,Female,1,17,10,9,,
24,1,Male,1,17,0,0,,
24,2,Male,1,17,0,0,,
24,4,Male,1,17,0,0,,
24,6,Male,1,17,0,0,,
24,8,Male,1,17,NA,NA,,
36,1,Control,1,17,0,0,,
36,2,Control,1,17,0,0,,
36,3,Control,1,17,0,0,,
36,4,Control,1,17,0,0,,
36,5,Control,1,17,0,0,,
4,1,Female,1,17,0,0,,
4,2,Female,1,17,0,0,,
4,7,Female,1,17,0,0,,
4,9,Female,1,17,0,0,,
16,1,Male,1,18,0,0,,
16,2,Male,1,18,0,0,,
16,3,Male,1,18,0,0,,
16,4,Male,1,18,0,0,,
16,5,Male,1,18,0,0,,
16,7,Male,1,18,0,0,,
28,1,Control,1,18,0,0,,
28,2,Control,1,18,21,19,,
28,4,Control,1,18,0,0,,
28,5,Control,1,18,0,0,,
28,6,Control,1,18,27,24,,
5,2,Female,1,18,0,0,,
5,3,Female,1,18,0,0,,
5,4,Female,1,18,0,0,,
5,5,Female,1,18,0,0,,
5,7,Female,1,18,0,0,,
17,1,Male,1,18,0,0,,
17,3,Male,1,18,0,0,,
17,4,Male,1,18,0,0,,
17,5,Male,1,18,0,0,,
17,6,Male,1,18,0,0,,
29,1,Control,1,18,0,0,,
29,3,Control,1,18,0,0,,
29,4,Control,1,18,0,0,,
29,5,Control,1,18,0,0,,
29,7,Control,1,18,0,0,,
6,1,Female,1,18,0,0,,
6,6,Female,1,18,0,0,,
6,7,Female,1,18,0,0,,
6,9,Female,1,18,11,11,,
6,10,Female,1,18,0,0,,
18,2,Male,1,18,0,0,,
18,3,Male,1,18,0,0,,
18,4,Male,1,18,0,0,,
18,6,Male,1,18,0,0,,
18,7,Male,1,18,0,0,,
30,1,Control,1,18,0,0,,
30,3,Control,1,18,0,0,,
30,4,Control,1,18,0,0,,
30,6,Control,1,18,0,0,,
30,7,Control,1,18,0,0,,
7,3,Female,1,18,0,0,,
7,4,Female,1,18,0,0,,
7,5,Female,1,18,0,0,,
7,6,Female,1,18,0,0,,
7,8,Female,1,18,0,0,,
19,1,Male,1,18,0,0,,
19,3,Male,1,18,0,0,,
19,5,Male,1,18,0,0,,
19,6,Male,1,18,0,0,,
19,8,Male,1,18,0,0,,
31,4,Control,1,18,0,0,,
31,5,Control,1,18,0,0,,
31,6,Control,1,18,0,0,,
31,7,Control,1,18,0,0,,
31,8,Control,1,18,0,0,,
8,3,Female,1,18,0,0,,
8,4,Female,1,18,0,0,,
8,7,Female,1,18,0,0,,
8,10,Female,1,18,0,0,,
20,2,Male,1,18,0,0,,
20,4,Male,1,18,0,0,,
20,5,Male,1,18,0,0,,
20,6,Male,1,18,0,0,,
20,7,Male,1,18,0,0,,
32,2,Control,1,18,0,0,,
32,3,Control,1,18,0,0,,
32,4,Control,1,18,0,0,,
32,5,Control,1,18,0,0,,
32,6,Control,1,18,0,0,,
9,1,Female,1,18,0,0,,
9,2,Female,1,18,0,0,,
9,4,Female,1,18,0,0,,
9,5,Female,1,18,0,0,,
9,6,Female,1,18,0,0,,
21,1,Male,1,18,0,0,,
21,2,Male,1,18,0,0,,
21,3,Male,1,18,0,0,,
21,5,Male,1,18,0,0,,
21,7,Male,1,18,0,0,,
33,4,Control,1,18,0,0,,
33,5,Control,1,18,0,0,,
33,7,Control,1,18,0,0,,
33,8,Control,1,18,0,0,,
10,2,Female,1,18,0,0,,
10,3,Female,1,18,0,0,,
10,4,Female,1,18,0,0,,
10,5,Female,1,18,0,0,,
10,6,Female,1,18,0,0,,
22,3,Male,1,18,0,0,,
22,6,Male,1,18,0,0,,
22,8,Male,1,18,0,0,,
22,9,Male,1,18,0,0,,
34,1,Control,1,18,0,0,,
34,2,Control,1,18,0,0,,
34,3,Control,1,18,0,0,,
34,5,Control,1,18,0,0,,
34,6,Control,1,18,0,0,,
1,1,Female,1,18,0,0,,
1,4,Female,1,18,0,0,,
1,5,Female,1,18,NA,NA,,
1,6,Female,1,18,0,0,,
1,8,Female,1,18,0,0,,
13,1,Male,1,18,30,38,,
13,2,Male,1,18,0,0,,
13,4,Male,1,18,0,0,,
13,5,Male,1,18,0,0,,
25,1,Control,1,18,0,0,,
25,3,Control,1,18,0,0,,
25,4,Control,1,18,0,0,,
25,5,Control,1,18,0,0,,
25,6,Control,1,18,0,0,,
2,1,Female,1,18,0,0,,
2,3,Female,1,18,0,0,,
2,5,Female,1,18,0,0,,
2,6,Female,1,18,NA,NA,,
2,7,Female,1,18,0,0,,
2,8,Female,1,18,0,0,,
2,10,Female,1,18,0,0,,
14,2,Male,1,18,0,0,,
14,3,Male,1,18,28,33,,
14,5,Male,1,18,0,0,,
14,6,Male,1,18,0,0,,
14,7,Male,1,18,0,0,,
26,2,Control,1,18,0,0,,
26,6,Control,1,18,0,0,,
26,8,Control,1,18,0,0,,
26,9,Control,1,18,0,0,,
26,10,Control,1,18,0,0,,
3,3,Female,1,18,0,0,,
3,5,Female,1,18,0,0,,
3,6,Female,1,18,0,0,,
3,7,Female,1,18,0,0,,
3,8,Female,1,18,0,0,,
3,10,Female,1,18,0,0,,
15,1,Male,1,18,0,0,,
15,2,Male,1,18,0,0,,
15,3,Male,1,18,0,0,,
15,4,Male,1,18,0,0,,
15,5,Male,1,18,0,0,,
27,2,Control,1,18,0,0,,
27,3,Control,1,18,0,0,,
27,4,Control,1,18,0,0,,
27,5,Control,1,18,0,0,,
27,6,Control,1,18,0,0,,
11,1,Female,1,18,0,0,,
11,3,Female,1,18,0,0,,
11,4,Female,1,18,0,0,,
11,5,Female,1,18,0,0,,
11,7,Female,1,18,0,0,,
23,1,Male,1,18,0,0,,
23,2,Male,1,18,0,0,,
23,3,Male,1,18,0,0,,
23,4,Male,1,18,0,0,,
23,5,Male,1,18,0,0,,
35,1,Control,1,18,0,0,,
35,2,Control,1,18,0,0,,
35,3,Control,1,18,0,0,,
35,4,Control,1,18,0,0,,
35,5,Control,1,18,0,0,,
12,6,Female,1,18,0,0,,
12,7,Female,1,18,0,0,,
12,8,Female,1,18,0,0,,
12,9,Female,1,18,16,14,,
24,1,Male,1,18,0,0,,
24,2,Male,1,18,0,0,,
24,4,Male,1,18,0,0,,
24,6,Male,1,18,0,0,,
24,8,Male,1,18,NA,NA,,
36,1,Control,1,18,0,0,,
36,2,Control,1,18,0,0,,
36,3,Control,1,18,0,0,,
36,4,Control,1,18,0,0,,
36,5,Control,1,18,0,0,,
4,1,Female,1,18,0,0,,
4,2,Female,1,18,0,0,,
4,7,Female,1,18,0,0,,
4,9,Female,1,18,0,0,,
16,1,Male,1,19,0,0,,
16,2,Male,1,19,0,0,,
16,3,Male,1,19,0,0,,
16,4,Male,1,19,0,0,,
16,5,Male,1,19,0,0,,
16,7,Male,1,19,0,0,,
28,1,Control,1,19,0,0,,
28,2,Control,1,19,7,7,,
28,4,Control,1,19,0,0,,
28,5,Control,1,19,0,0,,
28,6,Control,1,19,1,0,,
5,2,Female,1,19,0,0,,
5,3,Female,1,19,0,0,,
5,4,Female,1,19,0,0,,
5,5,Female,1,19,0,0,,
5,7,Female,1,19,0,0,,
17,1,Male,1,19,0,0,,
17,3,Male,1,19,0,0,,
17,4,Male,1,19,0,0,,
17,5,Male,1,19,0,0,,
17,6,Male,1,19,0,0,,
29,1,Control,1,19,0,0,,
29,3,Control,1,19,0,0,,
29,4,Control,1,19,0,0,,
29,5,Control,1,19,0,0,,
29,7,Control,1,19,0,0,,
6,1,Female,1,19,0,0,,
6,6,Female,1,19,0,0,,
6,7,Female,1,19,0,0,,
6,9,Female,1,19,30,23,,
6,10,Female,1,19,0,0,,
18,2,Male,1,19,0,0,,
18,3,Male,1,19,0,0,,
18,4,Male,1,19,0,0,,
18,6,Male,1,19,0,0,,
18,7,Male,1,19,0,0,,
30,1,Control,1,19,0,0,,
30,3,Control,1,19,0,0,,
30,4,Control,1,19,0,0,,
30,6,Control,1,19,0,0,,
30,7,Control,1,19,0,0,,
7,3,Female,1,19,0,0,,
7,4,Female,1,19,0,0,,
7,5,Female,1,19,0,0,,
7,6,Female,1,19,0,0,,
7,8,Female,1,19,0,0,,
19,1,Male,1,19,0,0,,
19,3,Male,1,19,0,0,,
19,5,Male,1,19,0,0,,
19,6,Male,1,19,0,0,,
19,8,Male,1,19,0,0,,
31,4,Control,1,19,0,0,,
31,5,Control,1,19,0,0,,
31,6,Control,1,19,0,0,,
31,7,Control,1,19,0,0,,
31,8,Control,1,19,0,0,,
8,3,Female,1,19,0,0,,
8,4,Female,1,19,0,0,,
8,7,Female,1,19,0,0,,
8,10,Female,1,19,0,0,,
20,2,Male,1,19,0,0,,
20,4,Male,1,19,0,0,,
20,5,Male,1,19,0,0,,
20,6,Male,1,19,0,0,,
20,7,Male,1,19,0,0,,
32,2,Control,1,19,0,0,,
32,3,Control,1,19,0,0,,
32,4,Control,1,19,0,0,,
32,5,Control,1,19,0,0,,
32,6,Control,1,19,0,0,,
9,1,Female,1,19,0,0,,
9,2,Female,1,19,0,0,,
9,4,Female,1,19,0,0,,
9,5,Female,1,19,0,0,,
9,6,Female,1,19,0,0,,
21,1,Male,1,19,0,0,,
21,2,Male,1,19,0,0,,
21,3,Male,1,19,0,0,,
21,5,Male,1,19,0,0,,
21,7,Male,1,19,0,0,,
33,4,Control,1,19,0,0,,
33,5,Control,1,19,0,0,,
33,7,Control,1,19,0,0,,
33,8,Control,1,19,0,0,,
10,2,Female,1,19,0,0,,
10,3,Female,1,19,0,0,,
10,4,Female,1,19,0,0,,
10,5,Female,1,19,0,0,,
10,6,Female,1,19,0,0,,
22,3,Male,1,19,0,0,,
22,6,Male,1,19,0,0,,
22,8,Male,1,19,0,0,,
22,9,Male,1,19,0,0,,
34,1,Control,1,19,0,0,,
34,2,Control,1,19,0,0,,
34,3,Control,1,19,0,0,,
34,5,Control,1,19,0,0,,
34,6,Control,1,19,0,0,,
1,1,Female,1,19,0,0,,
1,4,Female,1,19,0,0,,
1,5,Female,1,19,NA,NA,,
1,6,Female,1,19,0,0,,
1,8,Female,1,19,0,0,,
13,1,Male,1,19,33,34,,
13,2,Male,1,19,0,0,,
13,4,Male,1,19,0,0,,
13,5,Male,1,19,0,0,,
25,1,Control,1,19,0,0,,
25,3,Control,1,19,0,0,,
25,4,Control,1,19,0,0,,
25,5,Control,1,19,0,0,,
25,6,Control,1,19,0,0,,
2,1,Female,1,19,0,0,,
2,3,Female,1,19,0,0,,
2,5,Female,1,19,0,0,,
2,6,Female,1,19,NA,NA,,
2,7,Female,1,19,0,0,,
2,8,Female,1,19,0,0,,
2,10,Female,1,19,0,0,,
14,2,Male,1,19,0,0,,
14,3,Male,1,19,20,28,,
14,5,Male,1,19,0,0,,
14,6,Male,1,19,0,0,,
14,7,Male,1,19,0,0,,
26,2,Control,1,19,0,0,,
26,6,Control,1,19,0,0,,
26,8,Control,1,19,0,0,,
26,9,Control,1,19,0,0,,
26,10,Control,1,19,0,0,,
3,3,Female,1,19,0,0,,
3,5,Female,1,19,0,0,,
3,6,Female,1,19,0,0,,
3,7,Female,1,19,0,0,,
3,8,Female,1,19,0,0,,
3,10,Female,1,19,0,0,,
15,1,Male,1,19,0,0,,
15,2,Male,1,19,0,0,,
15,3,Male,1,19,0,0,,
15,4,Male,1,19,0,0,,
15,5,Male,1,19,0,0,,
27,2,Control,1,19,0,0,,
27,3,Control,1,19,0,0,,
27,4,Control,1,19,0,0,,
27,5,Control,1,19,0,0,,
27,6,Control,1,19,0,0,,
11,1,Female,1,19,0,0,,
11,3,Female,1,19,0,0,,
11,4,Female,1,19,0,0,,
11,5,Female,1,19,0,0,,
11,7,Female,1,19,0,0,,
23,1,Male,1,19,0,0,,
23,2,Male,1,19,0,0,,
23,3,Male,1,19,0,0,,
23,4,Male,1,19,0,0,,
23,5,Male,1,19,0,0,,
35,1,Control,1,19,0,0,,
35,2,Control,1,19,0,0,,
35,3,Control,1,19,0,0,,
35,4,Control,1,19,0,0,,
35,5,Control,1,19,0,0,,
12,6,Female,1,19,0,0,,
12,7,Female,1,19,0,0,,
12,8,Female,1,19,0,0,,
12,9,Female,1,19,24,13,,
24,1,Male,1,19,0,0,,
24,2,Male,1,19,0,0,,
24,4,Male,1,19,0,0,,
24,6,Male,1,19,0,0,,
24,8,Male,1,19,NA,NA,,
36,1,Control,1,19,0,0,,
36,2,Control,1,19,0,0,,
36,3,Control,1,19,0,0,,
36,4,Control,1,19,0,0,,
36,5,Control,1,19,0,0,,
4,1,Female,1,19,0,0,,
4,2,Female,1,19,0,0,,
4,7,Female,1,19,0,0,,
4,9,Female,1,19,0,0,,
16,1,Male,1,20,0,0,,
16,2,Male,1,20,0,0,,
16,3,Male,1,20,0,0,,
16,4,Male,1,20,0,0,,
16,5,Male,1,20,0,0,,
16,7,Male,1,20,0,0,,
28,1,Control,1,20,0,0,,
28,2,Control,1,20,12,7,,
28,4,Control,1,20,0,0,,
28,5,Control,1,20,0,0,,
28,6,Control,1,20,0,0,,
5,2,Female,1,20,0,0,,
5,3,Female,1,20,0,0,,
5,4,Female,1,20,0,0,,
5,5,Female,1,20,0,0,,
5,7,Female,1,20,0,0,,
17,1,Male,1,20,0,0,,
17,3,Male,1,20,0,0,,
17,4,Male,1,20,0,0,,
17,5,Male,1,20,0,0,,
17,6,Male,1,20,0,0,,
29,1,Control,1,20,0,0,,
29,3,Control,1,20,0,0,,
29,4,Control,1,20,0,0,,
29,5,Control,1,20,0,0,,
29,7,Control,1,20,0,0,,
6,1,Female,1,20,0,0,,
6,6,Female,1,20,0,0,,
6,7,Female,1,20,0,0,,
6,9,Female,1,20,26,27,,
6,10,Female,1,20,0,0,,
18,2,Male,1,20,0,0,,
18,3,Male,1,20,0,0,,
18,4,Male,1,20,0,0,,
18,6,Male,1,20,0,0,,
18,7,Male,1,20,0,0,,
30,1,Control,1,20,0,0,,
30,3,Control,1,20,0,0,,
30,4,Control,1,20,0,0,,
30,6,Control,1,20,0,0,,
30,7,Control,1,20,0,0,,
7,3,Female,1,20,0,0,,
7,4,Female,1,20,0,0,,
7,5,Female,1,20,0,0,,
7,6,Female,1,20,0,0,,
7,8,Female,1,20,0,0,,
19,1,Male,1,20,0,0,,
19,3,Male,1,20,0,0,,
19,5,Male,1,20,0,0,,
19,6,Male,1,20,0,0,,
19,8,Male,1,20,0,0,,
31,4,Control,1,20,0,0,,
31,5,Control,1,20,0,0,,
31,6,Control,1,20,0,0,,
31,7,Control,1,20,0,0,,
31,8,Control,1,20,0,0,,
8,3,Female,1,20,0,0,,
8,4,Female,1,20,0,0,,
8,7,Female,1,20,0,0,,
8,10,Female,1,20,0,0,,
20,2,Male,1,20,0,0,,
20,4,Male,1,20,0,0,,
20,5,Male,1,20,0,0,,
20,6,Male,1,20,0,0,,
20,7,Male,1,20,0,0,,
32,2,Control,1,20,0,0,,
32,3,Control,1,20,0,0,,
32,4,Control,1,20,0,0,,
32,5,Control,1,20,0,0,,
32,6,Control,1,20,0,0,,
9,1,Female,1,20,0,0,,
9,2,Female,1,20,0,0,,
9,4,Female,1,20,0,0,,
9,5,Female,1,20,0,0,,
9,6,Female,1,20,0,0,,
21,1,Male,1,20,0,0,,
21,2,Male,1,20,0,0,,
21,3,Male,1,20,0,0,,
21,5,Male,1,20,0,0,,
21,7,Male,1,20,0,0,,
33,4,Control,1,20,0,0,,
33,5,Control,1,20,0,0,,
33,7,Control,1,20,0,0,,
33,8,Control,1,20,0,0,,
10,2,Female,1,20,0,0,,
10,3,Female,1,20,0,0,,
10,4,Female,1,20,0,0,,
10,5,Female,1,20,0,0,,
10,6,Female,1,20,0,0,,
22,3,Male,1,20,0,0,,
22,6,Male,1,20,0,0,,
22,8,Male,1,20,0,0,,
22,9,Male,1,20,0,0,,
34,1,Control,1,20,0,0,,
34,2,Control,1,20,0,0,,
34,3,Control,1,20,0,0,,
34,5,Control,1,20,0,0,,
34,6,Control,1,20,0,0,,
1,1,Female,1,20,0,0,,
1,4,Female,1,20,0,0,,
1,5,Female,1,20,NA,NA,,
1,6,Female,1,20,0,0,,
1,8,Female,1,20,0,0,,
13,1,Male,1,20,33,27,,
13,2,Male,1,20,0,0,,
13,4,Male,1,20,0,0,,
13,5,Male,1,20,0,0,,
25,1,Control,1,20,0,0,,
25,3,Control,1,20,0,0,,
25,4,Control,1,20,0,0,,
25,5,Control,1,20,0,0,,
25,6,Control,1,20,0,0,,
2,1,Female,1,20,0,0,,
2,3,Female,1,20,0,0,,
2,5,Female,1,20,0,0,,
2,6,Female,1,20,NA,NA,,
2,7,Female,1,20,0,0,,
2,8,Female,1,20,0,0,,
2,10,Female,1,20,0,0,,
14,2,Male,1,20,0,0,,
14,3,Male,1,20,20,15,,
14,5,Male,1,20,0,0,,
14,6,Male,1,20,0,0,,
14,7,Male,1,20,0,0,,
26,2,Control,1,20,0,0,,
26,6,Control,1,20,0,0,,
26,8,Control,1,20,0,0,,
26,9,Control,1,20,0,0,,
26,10,Control,1,20,0,0,,
3,3,Female,1,20,0,0,,
3,5,Female,1,20,0,0,,
3,6,Female,1,20,0,0,,
3,7,Female,1,20,0,0,,
3,8,Female,1,20,0,0,,
3,10,Female,1,20,0,0,,
15,1,Male,1,20,0,0,,
15,2,Male,1,20,0,0,,
15,3,Male,1,20,0,0,,
15,4,Male,1,20,0,0,,
15,5,Male,1,20,0,0,,
27,2,Control,1,20,0,0,,
27,3,Control,1,20,0,0,,
27,4,Control,1,20,0,0,,
27,5,Control,1,20,0,0,,
27,6,Control,1,20,0,0,,
11,1,Female,1,20,0,0,,
11,3,Female,1,20,0,0,,
11,4,Female,1,20,0,0,,
11,5,Female,1,20,0,0,,
11,7,Female,1,20,0,0,,
23,1,Male,1,20,0,0,,
23,2,Male,1,20,0,0,,
23,3,Male,1,20,0,0,,
23,4,Male,1,20,0,0,,
23,5,Male,1,20,0,0,,
35,1,Control,1,20,0,0,,
35,2,Control,1,20,0,0,,
35,3,Control,1,20,0,0,,
35,4,Control,1,20,0,0,,
35,5,Control,1,20,0,0,,
12,6,Female,1,20,0,0,,
12,7,Female,1,20,0,0,,
12,8,Female,1,20,0,0,,
12,9,Female,1,20,0,0,,
24,1,Male,1,20,0,0,,
24,2,Male,1,20,0,0,,
24,4,Male,1,20,0,0,,
24,6,Male,1,20,0,0,,
24,8,Male,1,20,NA,NA,,
36,1,Control,1,20,0,0,,
36,2,Control,1,20,0,0,,
36,3,Control,1,20,0,0,,
36,4,Control,1,20,0,0,,
36,5,Control,1,20,0,0,,
4,1,Female,1,20,0,0,,
4,2,Female,1,20,0,0,,
4,7,Female,1,20,0,0,,
4,9,Female,1,20,0,0,,