Fitness_vial_ID,Block,Population,Treatment,GFP,Sex,Rearing_vial,Red_female_offspring,Red_male_offspring,bw_female_offspring,bw_male_offspring,Comment
343,2,3,Female_limited,UBI,Male,29,38,34,7,5,
344,2,3,Female_limited,UBI,Male,29,22,20,4,0,
345,2,3,Female_limited,UBI,Male,29,16,12,38,35,
346,2,3,Female_limited,UBI,Male,29,56,68,0,0,
347,2,3,Female_limited,UBI,Male,29,27,27,14,15,
348,2,3,Female_limited,UBI,Male,29,64,46,0,0,
349,2,3,Female_limited,UBI,Male,30,43,21,16,19,
350,2,3,Female_limited,UBI,Male,30,50,54,0,0,
351,2,3,Female_limited,UBI,Male,30,16,24,47,36,
352,2,3,Female_limited,UBI,Male,30,63,52,0,1,
353,2,3,Female_limited,UBI,Male,30,77,59,0,0,
354,2,3,Female_limited,UBI,Male,30,28,30,44,46,
355,2,3,Female_limited,UBI,Male,30,61,50,7,4,
356,2,4,Male_limited,3xP,Male,31,49,63,20,23,
357,2,4,Male_limited,3xP,Male,31,12,27,1,1,
358,2,4,Male_limited,3xP,Male,31,43,57,25,16,
359,2,4,Male_limited,3xP,Male,31,42,30,0,0,
360,2,4,Male_limited,3xP,Male,31,45,41,15,21,
361,2,4,Male_limited,3xP,Male,31,34,20,5,0,
362,2,4,Male_limited,3xP,Male,31,57,48,11,10,
363,2,4,Male_limited,3xP,Male,31,38,37,37,22,
364,2,4,Male_limited,3xP,Male,32,53,54,8,3,
365,2,4,Male_limited,3xP,Male,32,20,19,22,22,
366,2,4,Male_limited,3xP,Male,32,45,40,13,19,
367,2,5,Male_limited,UBI,Male,33,38,41,0,0,
368,2,5,Male_limited,UBI,Male,33,38,30,0,0,
369,2,5,Male_limited,UBI,Male,33,22,26,5,8,
370,2,5,Male_limited,UBI,Male,33,55,37,2,5,
371,2,5,Male_limited,UBI,Male,34,32,24,5,3,
372,2,5,Male_limited,UBI,Male,34,39,31,0,0,
373,2,5,Male_limited,UBI,Male,34,15,5,35,35,
374,2,5,Male_limited,UBI,Male,34,66,57,1,0,
375,2,5,Male_limited,UBI,Male,34,44,48,4,7,
376,2,5,Male_limited,UBI,Male,34,48,45,1,11,
377,2,6,Female_limited,3xP,Male,35,36,33,14,10,
378,2,6,Female_limited,3xP,Male,35,38,37,5,5,
379,2,6,Female_limited,3xP,Male,35,47,52,6,1,
380,2,6,Female_limited,3xP,Male,36,23,21,5,6,
381,2,6,Female_limited,3xP,Male,36,83,69,0,0,
382,2,6,Female_limited,3xP,Male,36,27,39,1,1,
383,2,6,Female_limited,3xP,Male,36,40,44,0,0,
384,2,6,Female_limited,3xP,Male,36,35,37,0,0,
385,2,7,Male_limited,UBI,Male,37,34,26,26,36,
386,2,7,Male_limited,UBI,Male,37,44,53,0,0,
387,2,7,Male_limited,UBI,Male,37,46,48,9,13,
388,2,7,Male_limited,UBI,Male,37,48,28,19,22,
389,2,7,Male_limited,UBI,Male,37,48,44,12,16,
390,2,7,Male_limited,UBI,Male,37,67,56,1,1,
391,2,7,Male_limited,UBI,Male,37,44,53,19,27,
392,2,7,Male_limited,UBI,Male,38,38,37,15,18,
393,2,7,Male_limited,UBI,Male,38,47,49,4,6,
394,2,7,Male_limited,UBI,Male,38,70,87,0,0,
395,2,7,Male_limited,UBI,Male,38,61,59,12,14,
396,2,7,Male_limited,UBI,Male,38,61,53,13,12,
397,2,7,Male_limited,UBI,Male,38,73,39,10,8,
398,2,8,Female_limited,3xP,Male,39,27,30,4,2,
399,2,8,Female_limited,3xP,Male,39,57,61,11,3,
400,2,8,Female_limited,3xP,Male,39,25,38,11,11,
401,2,8,Female_limited,3xP,Male,39,48,41,6,9,
402,2,8,Female_limited,3xP,Male,39,61,52,8,9,
403,2,8,Female_limited,3xP,Male,39,45,49,0,0,
404,2,8,Female_limited,3xP,Male,40,21,30,19,22,
405,2,8,Female_limited,3xP,Male,40,22,15,7,7,
406,2,8,Female_limited,3xP,Male,40,57,54,2,0,
407,2,8,Female_limited,3xP,Male,40,36,35,0,0,
408,2,8,Female_limited,3xP,Male,40,54,57,0,0,
409,2,8,Female_limited,3xP,Male,40,31,38,22,11,
410,2,9,Control,UBI,Male,41,20,37,29,28,
411,2,9,Control,UBI,Male,41,52,39,0,0,
412,2,9,Control,UBI,Male,41,33,36,26,19,
413,2,9,Control,UBI,Male,42,33,42,7,9,
414,2,9,Control,UBI,Male,42,34,45,1,0,
415,2,9,Control,UBI,Male,42,49,37,11,9,
416,2,9,Control,UBI,Male,42,46,45,1,1,
417,2,9,Control,UBI,Male,42,23,38,12,14,
418,2,9,Control,UBI,Male,42,44,41,16,14,
419,2,9,Control,UBI,Male,42,6,5,16,24,
420,2,9,Control,UBI,Male,42,20,29,12,11,
421,2,9,Control,UBI,Male,42,28,33,32,25,
422,2,10,Control,UBI,Male,43,35,31,21,17,
423,2,10,Control,UBI,Male,43,43,37,7,6,
424,2,10,Control,UBI,Male,43,63,57,0,0,
425,2,10,Control,UBI,Male,44,41,31,8,12,
426,2,10,Control,UBI,Male,44,40,27,0,0,
427,2,10,Control,UBI,Male,43,30,36,5,6,
428,2,10,Control,UBI,Male,43,40,38,25,15,
429,2,10,Control,UBI,Male,43,58,61,0,0,
430,2,11,Control,3xP,Male,45,48,37,2,2,
431,2,11,Control,3xP,Male,45,31,32,0,0,
432,2,11,Control,3xP,Male,45,35,41,8,5,
433,2,11,Control,3xP,Male,45,73,73,1,0,
434,2,11,Control,3xP,Male,46,41,36,17,18,
435,2,11,Control,3xP,Male,46,53,50,5,2,
436,2,11,Control,3xP,Male,46,49,39,31,25,
437,2,11,Control,3xP,Male,46,38,38,18,5,
438,2,11,Control,3xP,Male,46,34,29,6,7,
439,2,12,Control,3xP,Male,47,27,31,5,7,
440,2,12,Control,3xP,Male,47,29,29,10,7,
441,2,12,Control,3xP,Male,47,42,41,0,2,
442,2,12,Control,3xP,Male,47,8,15,22,31,
443,2,12,Control,3xP,Male,47,21,22,31,33,
444,2,12,Control,3xP,Male,48,47,45,7,6,
445,2,12,Control,3xP,Male,48,54,61,0,0,
446,2,12,Control,3xP,Male,48,24,31,4,7,
447,2,12,Control,3xP,Male,48,46,42,2,1,
448,3,1,Female_limited,UBI,Female,49,48,53,70,70,
449,3,1,Female_limited,UBI,Female,49,50,54,49,42,
450,3,1,Female_limited,UBI,Female,49,43,39,61,71,
451,3,1,Female_limited,UBI,Female,49,80,76,33,37,
452,3,1,Female_limited,UBI,Female,49,96,81,43,43,
453,3,1,Female_limited,UBI,Female,49,50,51,58,53,
454,3,1,Female_limited,UBI,Female,49,78,82,33,30,
455,3,1,Female_limited,UBI,Female,49,55,53,54,57,
456,3,1,Female_limited,UBI,Female,50,80,78,63,49,
457,3,1,Female_limited,UBI,Female,50,69,52,62,48,
458,3,1,Female_limited,UBI,Female,50,84,78,64,72,
459,3,1,Female_limited,UBI,Female,50,79,65,38,45,
460,3,1,Female_limited,UBI,Female,50,55,65,35,44,
461,3,1,Female_limited,UBI,Female,50,50,41,46,42,
462,3,1,Female_limited,UBI,Female,50,61,42,27,25,
463,3,2,Male_limited,3xP,Female,51,88,82,26,38,
464,3,2,Male_limited,3xP,Female,51,82,77,36,27,
465,3,2,Male_limited,3xP,Female,51,66,66,34,36,
466,3,2,Male_limited,3xP,Female,51,60,57,28,33,
467,3,2,Male_limited,3xP,Female,51,79,87,42,33,
468,3,2,Male_limited,3xP,Female,51,57,58,19,15,
469,3,2,Male_limited,3xP,Female,51,74,60,46,49,
470,3,2,Male_limited,3xP,Female,51,68,71,45,43,
471,3,2,Male_limited,3xP,Female,52,75,85,19,26,
472,3,2,Male_limited,3xP,Female,52,60,55,31,25,
473,3,2,Male_limited,3xP,Female,52,25,7,2,3,
474,3,2,Male_limited,3xP,Female,52,71,71,53,59,
475,3,2,Male_limited,3xP,Female,52,57,65,72,67,
476,3,2,Male_limited,3xP,Female,52,50,33,38,40,
477,3,2,Male_limited,3xP,Female,52,70,64,56,62,
478,3,3,Female_limited,UBI,Female,53,40,20,17,12,
479,3,3,Female_limited,UBI,Female,53,46,53,32,35,
480,3,3,Female_limited,UBI,Female,53,80,77,32,43,
481,3,3,Female_limited,UBI,Female,53,48,56,62,54,
482,3,3,Female_limited,UBI,Female,53,35,16,18,6,
483,3,3,Female_limited,UBI,Female,53,88,77,56,41,
484,3,3,Female_limited,UBI,Female,53,44,44,51,43,
485,3,3,Female_limited,UBI,Female,53,81,78,52,71,
486,3,3,Female_limited,UBI,Female,54,80,88,35,42,
487,3,3,Female_limited,UBI,Female,54,65,84,46,34,
488,3,3,Female_limited,UBI,Female,54,95,71,33,33,
489,3,3,Female_limited,UBI,Female,54,57,58,31,32,
490,3,3,Female_limited,UBI,Female,54,76,83,32,36,
491,3,3,Female_limited,UBI,Female,54,59,28,17,3,
492,3,3,Female_limited,UBI,Female,54,84,79,31,37,
493,3,4,Male_limited,3xP,Female,55,69,61,53,53,
494,3,4,Male_limited,3xP,Female,55,77,67,35,57,
495,3,4,Male_limited,3xP,Female,55,12,6,18,14,
496,3,4,Male_limited,3xP,Female,55,62,52,26,24,
497,3,4,Male_limited,3xP,Female,55,88,82,39,28,
498,3,4,Male_limited,3xP,Female,56,96,113,14,12,
499,3,4,Male_limited,3xP,Female,56,43,32,33,9,
500,3,4,Male_limited,3xP,Female,56,78,48,14,13,
501,3,4,Male_limited,3xP,Female,56,61,65,36,31,
502,3,4,Male_limited,3xP,Female,56,87,51,37,36,
503,3,5,Male_limited,UBI,Female,57,81,63,41,37,
504,3,5,Male_limited,UBI,Female,57,69,56,39,50,
505,3,5,Male_limited,UBI,Female,57,41,48,50,44,
506,3,5,Male_limited,UBI,Female,57,74,48,40,41,
507,3,5,Male_limited,UBI,Female,57,51,49,45,37,
508,3,5,Male_limited,UBI,Female,58,59,68,46,40,
509,3,5,Male_limited,UBI,Female,58,24,22,18,2,
510,3,5,Male_limited,UBI,Female,58,54,30,30,5,
511,3,5,Male_limited,UBI,Female,58,60,54,35,30,
512,3,5,Male_limited,UBI,Female,58,65,35,35,38,
513,3,6,Female_limited,3xP,Female,59,40,59,61,53,
514,3,6,Female_limited,3xP,Female,59,56,43,32,41,
515,3,6,Female_limited,3xP,Female,59,60,65,50,40,
516,3,6,Female_limited,3xP,Female,59,62,59,56,43,
517,3,6,Female_limited,3xP,Female,59,70,54,58,49,
518,3,6,Female_limited,3xP,Female,60,34,30,14,11,
519,3,6,Female_limited,3xP,Female,60,46,54,22,20,
520,3,6,Female_limited,3xP,Female,60,64,47,40,51,
521,3,6,Female_limited,3xP,Female,60,65,60,33,25,
522,3,6,Female_limited,3xP,Female,60,69,71,36,41,
523,3,7,Male_limited,UBI,Female,61,46,58,45,44,
524,3,7,Male_limited,UBI,Female,61,49,35,47,37,
525,3,7,Male_limited,UBI,Female,61,61,67,33,55,
526,3,7,Male_limited,UBI,Female,61,59,54,44,56,
527,3,7,Male_limited,UBI,Female,61,74,62,53,46,
528,3,7,Male_limited,UBI,Female,62,72,64,43,54,
529,3,7,Male_limited,UBI,Female,62,46,41,64,55,
530,3,7,Male_limited,UBI,Female,62,63,43,42,47,
531,3,7,Male_limited,UBI,Female,62,78,58,40,40,
532,3,7,Male_limited,UBI,Female,62,61,64,29,24,
533,3,8,Female_limited,3xP,Female,63,79,80,31,38,
534,3,8,Female_limited,3xP,Female,63,76,83,48,47,
535,3,8,Female_limited,3xP,Female,63,62,55,34,38,
536,3,8,Female_limited,3xP,Female,63,73,58,32,29,
537,3,8,Female_limited,3xP,Female,63,65,61,40,49,
538,3,8,Female_limited,3xP,Female,64,82,54,9,24,
539,3,8,Female_limited,3xP,Female,64,76,72,40,48,
540,3,8,Female_limited,3xP,Female,64,85,84,42,35,
541,3,8,Female_limited,3xP,Female,64,69,84,42,43,
542,3,8,Female_limited,3xP,Female,64,82,55,40,54,
543,3,9,Control,UBI,Female,65,62,52,38,49,
544,3,9,Control,UBI,Female,65,57,57,38,32,
545,3,9,Control,UBI,Female,65,92,58,29,38,
546,3,9,Control,UBI,Female,65,68,60,54,44,
547,3,9,Control,UBI,Female,65,49,43,50,51,
548,3,9,Control,UBI,Female,66,62,65,42,39,
549,3,9,Control,UBI,Female,66,79,65,38,32,
550,3,9,Control,UBI,Female,66,55,44,50,46,
551,3,9,Control,UBI,Female,66,68,54,28,53,
552,3,9,Control,UBI,Female,66,71,51,41,35,
553,3,10,Control,UBI,Female,67,71,62,40,38,
554,3,10,Control,UBI,Female,67,62,66,54,39,
555,3,10,Control,UBI,Female,67,56,48,56,58,
556,3,10,Control,UBI,Female,67,54,58,58,58,
557,3,10,Control,UBI,Female,67,57,44,32,50,
558,3,10,Control,UBI,Female,68,75,57,50,50,
559,3,10,Control,UBI,Female,68,50,50,40,52,
560,3,10,Control,UBI,Female,68,26,34,79,62,
561,3,10,Control,UBI,Female,68,55,51,63,82,
562,3,10,Control,UBI,Female,68,60,44,51,43,
563,3,11,Control,3xP,Female,69,46,42,42,56,
564,3,11,Control,3xP,Female,69,59,65,66,58,
565,3,11,Control,3xP,Female,69,77,87,41,37,
566,3,11,Control,3xP,Female,69,69,62,58,48,
567,3,11,Control,3xP,Female,69,78,60,39,50,
568,3,11,Control,3xP,Female,70,90,70,44,49,
569,3,11,Control,3xP,Female,70,79,57,38,39,
570,3,11,Control,3xP,Female,70,46,56,23,17,
571,3,11,Control,3xP,Female,70,11,6,3,0,
572,3,11,Control,3xP,Female,70,82,81,37,36,
573,3,12,Control,3xP,Female,71,72,79,37,35,
574,3,12,Control,3xP,Female,71,87,77,22,24,
575,3,12,Control,3xP,Female,71,58,65,39,43,
576,3,12,Control,3xP,Female,71,85,65,48,40,
577,3,12,Control,3xP,Female,71,77,78,46,35,
578,3,12,Control,3xP,Female,72,75,71,32,43,
579,3,12,Control,3xP,Female,72,63,57,43,39,
580,3,12,Control,3xP,Female,72,63,63,39,45,
581,3,12,Control,3xP,Female,72,57,89,41,45,
582,3,12,Control,3xP,Female,72,60,72,56,43,
583,3,1,Female_limited,UBI,Male,49,89,84,10,17,
584,3,1,Female_limited,UBI,Male,49,82,75,4,1,
585,3,1,Female_limited,UBI,Male,49,82,82,31,32,
586,3,1,Female_limited,UBI,Male,49,75,80,11,18,
587,3,1,Female_limited,UBI,Male,49,54,51,22,25,
588,3,1,Female_limited,UBI,Male,50,64,64,28,22,
589,3,1,Female_limited,UBI,Male,50,33,44,43,60,
590,3,1,Female_limited,UBI,Male,50,93,87,7,7,
591,3,1,Female_limited,UBI,Male,50,44,59,16,25,
592,3,1,Female_limited,UBI,Male,50,110,94,12,17,
593,3,2,Male_limited,3xP,Male,51,70,60,44,27,
594,3,2,Male_limited,3xP,Male,51,78,66,32,43,
595,3,2,Male_limited,3xP,Male,51,90,86,14,17,
596,3,2,Male_limited,3xP,Male,51,88,94,3,7,
597,3,2,Male_limited,3xP,Male,51,64,52,33,33,
598,3,2,Male_limited,3xP,Male,52,52,43,47,51,
599,3,2,Male_limited,3xP,Male,52,82,62,22,24,
600,3,2,Male_limited,3xP,Male,52,77,94,12,21,
601,3,2,Male_limited,3xP,Male,52,81,97,2,1,
602,3,2,Male_limited,3xP,Male,52,67,66,29,27,
603,3,3,Female_limited,UBI,Male,53,45,42,27,27,
604,3,3,Female_limited,UBI,Male,53,78,82,18,10,
605,3,3,Female_limited,UBI,Male,53,48,65,44,27,
606,3,3,Female_limited,UBI,Male,53,54,39,34,29,
607,3,3,Female_limited,UBI,Male,53,90,59,10,8,
608,3,3,Female_limited,UBI,Male,54,63,64,38,24,
609,3,3,Female_limited,UBI,Male,54,45,41,12,15,
610,3,3,Female_limited,UBI,Male,54,72,81,6,7,
611,3,3,Female_limited,UBI,Male,54,44,60,49,53,
612,3,3,Female_limited,UBI,Male,54,35,59,80,72,
613,3,4,Male_limited,3xP,Male,55,108,81,10,13,
614,3,4,Male_limited,3xP,Male,55,55,39,37,37,
615,3,4,Male_limited,3xP,Male,55,43,34,28,21,
616,3,4,Male_limited,3xP,Male,55,45,19,15,34,
617,3,4,Male_limited,3xP,Male,55,41,41,10,6,
618,3,4,Male_limited,3xP,Male,56,72,65,37,33,
619,3,4,Male_limited,3xP,Male,56,70,62,47,43,
620,3,4,Male_limited,3xP,Male,56,84,89,12,12,
621,3,4,Male_limited,3xP,Male,56,94,83,17,17,
622,3,4,Male_limited,3xP,Male,56,85,82,15,5,
623,3,5,Male_limited,UBI,Male,57,51,58,38,38,
624,3,5,Male_limited,UBI,Male,57,66,63,23,27,
625,3,5,Male_limited,UBI,Male,57,58,54,27,33,
626,3,5,Male_limited,UBI,Male,57,59,53,13,20,
627,3,5,Male_limited,UBI,Male,57,46,32,45,56,
628,3,5,Male_limited,UBI,Male,58,95,58,17,11,
629,3,5,Male_limited,UBI,Male,58,75,74,36,25,
630,3,5,Male_limited,UBI,Male,58,49,37,54,39,
631,3,5,Male_limited,UBI,Male,58,52,50,47,34,
632,3,5,Male_limited,UBI,Male,58,68,67,13,16,
633,3,6,Female_limited,3xP,Male,59,100,77,7,6,
634,3,6,Female_limited,3xP,Male,59,75,72,24,23,
635,3,6,Female_limited,3xP,Male,59,50,54,58,34,
636,3,6,Female_limited,3xP,Male,59,70,58,23,25,
637,3,6,Female_limited,3xP,Male,59,48,46,51,37,
638,3,6,Female_limited,3xP,Male,60,45,43,0,0,
639,3,6,Female_limited,3xP,Male,60,91,68,0,0,
640,3,6,Female_limited,3xP,Male,60,57,54,33,29,
641,3,6,Female_limited,3xP,Male,60,33,46,47,51,
642,3,6,Female_limited,3xP,Male,60,53,53,28,41,
643,3,7,Male_limited,UBI,Male,61,22,22,56,71,
644,3,7,Male_limited,UBI,Male,61,11,8,10,16,
645,3,7,Male_limited,UBI,Male,61,27,41,53,57,
646,3,7,Male_limited,UBI,Male,61,74,76,15,17,
647,3,7,Male_limited,UBI,Male,62,55,45,11,10,
648,3,7,Male_limited,UBI,Male,62,50,44,51,55,
649,3,7,Male_limited,UBI,Male,62,47,30,29,29,
650,3,8,Female_limited,3xP,Male,62,29,28,47,47,
651,3,8,Female_limited,3xP,Male,63,40,31,35,27,
652,3,8,Female_limited,3xP,Male,63,82,80,14,27,
653,3,8,Female_limited,3xP,Male,63,97,102,0,0,
654,3,8,Female_limited,3xP,Male,64,47,49,40,37,
655,3,8,Female_limited,3xP,Male,64,75,106,3,5,
656,3,8,Female_limited,3xP,Male,64,92,87,2,4,
657,3,9,Control,UBI,Male,65,48,30,12,2,
658,3,9,Control,UBI,Male,65,19,22,103,78,
659,3,9,Control,UBI,Male,65,95,99,11,8,
660,3,9,Control,UBI,Male,66,32,32,38,35,
661,3,9,Control,UBI,Male,66,50,45,36,37,
662,3,9,Control,UBI,Male,66,76,55,28,30,
663,3,10,Control,UBI,Male,67,78,74,27,23,
664,3,10,Control,UBI,Male,67,87,77,12,14,
665,3,10,Control,UBI,Male,67,39,40,56,60,
666,3,10,Control,UBI,Male,68,13,13,19,13,
667,3,10,Control,UBI,Male,68,61,55,41,34,
668,3,10,Control,UBI,Male,68,91,73,31,33,
669,3,10,Control,UBI,Male,68,48,55,12,3,
670,3,10,Control,UBI,Male,68,16,12,35,37,
671,3,10,Control,UBI,Male,68,68,73,28,39,
672,3,10,Control,UBI,Male,68,88,69,29,23,
673,3,11,Control,3xP,Male,69,62,56,26,26,
674,3,11,Control,3xP,Male,69,64,52,36,36,
675,3,11,Control,3xP,Male,69,48,31,28,33,
676,3,11,Control,3xP,Male,69,62,68,42,33,
677,3,11,Control,3xP,Male,69,14,23,28,31,
678,3,11,Control,3xP,Male,70,56,35,58,62,
679,3,11,Control,3xP,Male,70,55,76,28,22,
680,3,11,Control,3xP,Male,70,76,69,46,40,
681,3,11,Control,3xP,Male,70,54,56,28,30,
682,3,11,Control,3xP,Male,70,81,82,15,15,
683,3,12,Control,3xP,Male,71,56,50,21,27,
684,3,12,Control,3xP,Male,71,71,77,9,12,
685,3,12,Control,3xP,Male,71,63,58,29,33,
686,3,12,Control,3xP,Male,71,59,38,40,49,
687,3,12,Control,3xP,Male,71,71,68,40,37,
688,3,12,Control,3xP,Male,72,37,46,53,51,
689,3,12,Control,3xP,Male,72,105,77,4,8,
690,3,12,Control,3xP,Male,72,26,17,7,13,
691,3,12,Control,3xP,Male,72,64,66,42,19,
692,3,12,Control,3xP,Male,72,104,97,14,12,